a,b,c,d,e,f
1,10,12,18,28,38
3,26,30,33,34,37
6,14,21,24,29,33
10,12,13,19,33,34
5,10,17,18,25,28
1,4,21,22,31,34
10,12,22,24,25,37
11,12,18,23,33,39
1,5,22,31,38,39
17,23,26,32,40,42
1,4,5,21,24,39
7,9,11,15,28,39
4,15,18,30,33,34
2,12,13,16,32,35
5,17,32,34,35,36
5,19,21,24,27,36
3,4,10,18,29,42
10,13,17,25,32,39
3,4,15,26,34,42
4,5,10,11,34,35
2,6,13,26,31,36
3,13,17,22,39,42
3,8,13,16,25,31
5,7,11,19,23,40
13,14,17,23,35,40
6,7,8,10,30,42
2,11,20,24,26,33
9,21,22,26,30,32
8,24,32,35,38,39
16,18,23,30,31,40
1,10,12,15,39,41
2,6,19,24,28,32
17,21,23,34,38,40
3,7,17,24,33,40
1,2,9,16,18,20
3,17,19,24,29,36
12,14,22,25,32,36
9,11,12,20,27,37
4,5,6,14,19,30
3,11,24,25,26,28
7,9,20,22,34,39
6,11,20,28,38,40
18,19,26,29,30,39
1,13,29,33,35,42
3,5,7,9,23,29
9,14,16,31,36,42
13,20,28,35,39,40
11,12,21,22,23,41
1,17,24,26,31,36
14,18,19,22,26,31
5,14,22,29,36,40
4,6,9,13,19,29
11,16,19,29,31,37
22,25,28,33,40,41
1,5,19,21,34,39
1,7,9,13,18,39
2,8,11,15,28,38
1,5,18,30,31,36
1,15,16,26,29,42
13,16,24,31,38,42
15,30,31,35,38,42
1,28,32,34,39,42
1,4,5,19,27,42
1,7,20,21,22,23
1,9,15,21,30,35
21,26,27,28,36,41
12,22,23,27,30,37
26,30,34,36,37,42
4,17,28,31,34,38
1,7,11,17,26,39
1,10,24,28,37,39
14,25,26,31,36,40
10,12,19,25,37,39
9,10,23,26,34,39
4,5,12,14,21,35
10,17,18,20,24,38
9,17,23,25,28,39
5,11,21,33,36,41
10,11,14,24,33,41
11,30,35,39,40,41
4,8,24,29,34,40
4,5,7,9,17,23
23,27,29,30,33,40
2,12,16,19,28,29
18,20,21,22,39,40
10,13,21,22,24,33
1,5,18,24,33,40
15,23,28,32,34,36
4,23,29,33,36,39
16,23,24,28,29,30
2,14,25,34,41,42
2,20,23,30,32,38
3,7,22,23,25,34
6,18,31,34,39,41
1,4,5,9,21,24
4,13,24,30,32,36
1,8,10,26,30,37
13,20,30,34,40,41
2,3,14,19,27,36
10,36,37,38,40,42
2,11,13,16,20,32
7,9,13,16,26,41
3,21,25,28,30,39
2,3,14,16,32,41
6,12,26,31,35,40
9,13,18,24,27,29
7,15,17,28,30,40
11,12,31,37,40,41
5,6,7,10,16,25
3,6,11,14,30,36
7,17,24,28,38,41
3,4,5,9,15,20
3,6,17,29,31,38
3,27,28,29,33,35
1,26,28,33,37,41
1,8,26,28,29,34
4,15,29,30,36,37
4,8,9,12,30,40
4,6,16,18,30,41
11,19,28,33,34,36
5,6,19,27,36,42
2,8,10,19,27,37
9,23,26,35,39,42
5,18,24,32,36,39
1,7,18,22,27,41
2,4,11,32,33,36
2,3,4,17,21,42
3,10,11,12,27,29
5,6,15,19,23,36
10,11,14,16,28,32
2,8,12,15,24,31
3,5,8,24,29,31
4,10,18,21,25,35
5,10,14,18,33,38
8,9,21,24,26,41
1,23,26,27,28,38
4,14,22,26,41,42
4,7,14,30,36,42
1,7,27,28,29,33
1,4,14,18,30,32
6,17,19,27,39,42
3,14,18,19,20,35
6,20,21,31,32,39
1,3,8,12,23,30
6,15,16,24,38,40
11,22,25,29,33,34
2,7,11,17,33,35
3,5,10,16,19,35
8,17,22,24,26,38
6,9,14,16,18,38
4,7,13,29,32,35
5,7,10,17,28,31
3,6,14,25,32,39
2,3,17,22,37,39
5,9,17,20,22,29
3,16,26,34,35,36
2,7,12,16,21,40
9,13,14,18,34,37
4,6,21,22,34,36
7,21,22,32,35,37
3,6,8,11,26,29
4,7,25,27,30,33
4,5,7,24,32,42
2,4,25,29,35,39
6,12,13,22,30,36
19,21,25,26,28,39
7,33,34,37,40,41
5,21,23,40,41,42
9,14,17,20,28,41
13,17,21,26,28,42
2,12,15,25,39,41
8,12,23,24,29,37
10,15,16,20,25,41
2,3,20,22,28,42
6,13,18,24,26,30
8,11,16,18,22,41
8,11,16,19,35,37
13,14,20,21,23,35
3,10,12,17,18,29
12,15,32,33,36,40
1,4,5,13,15,29
3,6,14,17,25,38
5,14,15,18,37,41
1,3,5,20,25,27
2,3,23,25,29,40
4,6,7,8,26,32
8,14,18,26,29,41
10,14,15,28,31,34
11,17,18,37,38,41
10,11,14,21,37,40
3,5,11,33,34,37
1,4,17,25,26,37
4,13,19,21,38,41
3,6,15,17,20,33
1,8,17,22,28,36
1,7,12,19,22,34
1,5,9,12,16,34
19,20,25,31,36,40
8,10,24,27,30,36
11,13,22,38,39,41
13,18,19,23,36,40
1,2,14,19,29,39
1,3,7,8,12,19
4,6,7,19,27,28
9,26,32,33,37,40
12,15,23,36,37,39
7,16,19,20,27,40
4,6,25,28,36,41
4,10,21,27,37,41
11,13,15,23,31,33
17,19,22,26,28,34
3,4,7,10,31,37
4,9,11,23,27,34
8,12,16,20,28,34
1,4,13,16,18,40
4,5,16,17,19,20
7,15,25,36,38,40
2,21,26,35,36,42
1,16,21,23,36,37
12,15,18,23,34,42
9,10,18,19,31,37
2,9,19,21,30,34
8,11,13,16,25,42
7,16,17,26,27,34
15,17,21,26,32,36
6,16,28,30,31,37
7,8,10,15,20,40
17,21,29,32,34,39
1,4,6,9,14,40
8,9,15,25,26,27
3,14,15,27,34,42
2,3,12,20,36,39
3,10,12,17,23,32
11,15,25,26,28,31
6,16,19,20,34,36
9,12,28,35,38,39
1,11,12,33,37,38
12,14,17,26,30,38
9,10,15,19,34,42
3,17,19,23,29,32
2,15,16,22,30,33
7,11,18,19,31,34
11,14,26,29,34,41
1,6,12,18,23,26
13,15,18,31,32,42
3,16,34,36,37,39
5,15,22,30,32,33
1,7,13,27,29,42
5,26,31,34,38,41
5,17,19,28,29,38
3,17,18,26,32,40
15,20,22,26,32,36
3,11,28,31,36,38
4,7,15,17,23,37
11,30,31,34,35,41
12,15,22,30,32,36
1,5,23,30,34,38
8,9,21,24,31,42
2,7,15,19,27,34
3,4,12,27,31,42
1,3,4,5,11,29
10,12,14,17,20,41
11,22,23,30,34,41
2,5,25,30,37,40
5,6,10,13,38,40
1,5,13,32,35,40
12,15,29,30,33,38
7,25,28,31,35,42
2,18,23,26,36,39
10,18,19,23,31,38
6,19,21,23,29,41
6,10,11,14,31,42
2,5,8,25,29,36
2,5,9,10,26,27
14,17,24,29,32,42
13,17,18,37,40,42
6,11,12,18,19,32
11,16,21,24,40,41
4,15,29,31,35,36
11,12,22,32,33,37
1,6,12,21,39,40
6,10,20,34,36,39
13,16,20,31,33,36
7,9,11,27,38,41
6,7,16,19,25,31
14,19,21,22,28,34
8,34,37,38,39,40
1,7,24,27,37,40
2,14,15,20,26,37
5,6,16,27,31,32
9,12,14,27,34,41
4,8,16,23,27,40
4,12,19,24,37,39
3,13,15,25,31,33
4,8,13,25,36,42
2,8,10,18,28,34
4,7,10,14,26,42
5,13,31,32,36,37
5,9,19,20,25,29
7,10,12,22,34,37
2,6,24,25,31,40
2,5,24,26,27,33
2,6,10,11,18,19
6,9,24,35,36,41
12,21,26,30,32,37
2,9,12,20,25,27
2,25,29,35,37,38
3,9,28,29,38,42
4,5,6,7,40,42
12,16,20,22,24,34
8,18,24,26,27,28
19,21,22,31,32,36
8,22,27,32,37,39
2,3,4,12,17,31
6,12,13,21,35,42
5,8,10,18,21,37
5,6,10,12,20,41
2,13,14,27,28,40
6,10,14,24,31,37
1,9,10,30,34,39
9,17,21,28,36,38
2,9,15,18,23,25
1,18,25,28,29,36
6,7,10,25,27,33
8,13,27,33,35,41
1,11,13,23,34,40
3,9,26,27,36,37
2,4,5,19,36,40
3,9,14,32,34,39
1,4,6,9,12,39
5,11,16,24,39,42
10,12,22,23,27,40
11,17,18,20,38,42
1,5,7,19,21,29
8,26,29,35,36,40
5,15,20,21,38,40
5,6,19,38,39,41
20,25,36,38,39,41
5,15,23,30,35,39
14,26,28,29,30,33
10,16,25,28,37,40
10,12,15,23,30,36
6,9,25,35,37,38
1,7,9,20,29,41
14,24,25,32,39,41
16,26,28,36,41,42
23,30,32,35,39,40
5,9,16,20,36,42
7,11,12,19,23,41
1,20,25,26,29,36
1,10,12,28,30,37
2,9,24,30,35,39
1,8,18,19,34,41
1,7,10,19,31,33
2,10,19,24,27,42
3,14,17,18,34,37
1,16,22,23,28,38
10,12,18,23,38,41
4,5,11,31,34,35
16,25,26,30,35,41
18,26,36,39,40,41
2,11,22,23,28,30
18,23,25,28,35,37
3,9,11,13,27,29
15,20,22,23,30,42
4,5,20,26,37,42
6,14,17,23,32,34
14,15,21,23,29,34
10,14,18,34,38,41
6,7,14,15,19,30
5,15,18,25,38,40
16,22,25,28,30,42
8,12,15,16,32,42
16,23,28,35,37,40
5,11,25,28,29,31
2,10,11,21,22,36
3,14,23,26,31,41
3,5,15,21,37,38
11,20,21,30,31,38
7,22,26,27,36,41
3,5,11,20,24,41
7,9,13,15,16,37
18,23,31,32,41,42
2,17,18,29,31,37
3,13,16,17,33,39
7,15,16,23,28,29
7,13,16,31,33,36
1,5,24,28,34,37
4,10,13,27,37,38
1,5,7,18,24,31
4,19,23,30,34,37
2,4,14,15,19,34
8,16,20,25,34,38
4,6,11,12,17,31
13,21,30,36,39,40
13,16,26,32,37,38
1,14,22,31,38,42
8,9,20,21,38,42
5,6,30,31,34,39
11,13,14,15,22,41
1,12,13,14,15,36
3,6,12,13,17,36
10,22,26,29,36,38
1,6,7,9,25,36
9,13,17,31,34,42
10,12,14,15,19,21
18,19,20,21,28,40
3,12,13,15,30,37
7,21,22,25,28,30
7,8,10,15,16,42
5,7,19,24,36,41
13,20,29,30,34,38
6,9,27,33,35,36
15,17,22,33,37,40
16,17,21,26,33,38
3,5,7,24,27,36
2,14,19,22,28,34
2,3,8,12,21,29
6,8,13,16,17,41
6,7,11,21,27,38
7,24,26,27,31,41
5,17,23,28,32,34
3,12,13,14,29,31
1,21,22,26,29,31
11,13,25,29,34,39
6,9,18,24,36,40
1,5,17,18,21,35
1,11,12,13,26,33
5,6,32,34,38,39
8,22,28,32,33,40
1,10,14,20,35,36
5,7,8,12,17,24
10,13,23,24,35,40
1,10,11,14,26,31
1,23,25,29,30,37
5,6,13,29,31,33
2,6,11,18,23,35
5,10,19,25,28,37
1,6,12,21,34,35
2,12,20,23,31,42
8,16,18,19,31,36
1,10,13,29,31,35
11,21,26,27,30,35
9,14,16,24,28,35
16,17,20,21,26,32
3,12,27,32,39,42
10,14,27,28,29,38
13,24,25,35,39,40
4,15,23,24,35,42
5,7,8,31,36,38
10,13,18,36,38,41
4,15,23,24,35,42
7,15,33,34,36,41
9,16,18,22,31,35
4,9,19,30,35,42
4,6,7,8,13,14
10,14,16,25,30,42
21,22,28,32,34,39
7,16,17,18,23,42
6,12,13,18,27,32
2,6,9,18,19,26
18,19,20,26,30,39
2,9,12,19,27,39
8,24,27,31,34,38
7,8,14,15,30,32
1,2,16,26,30,34
20,21,25,26,31,32
9,15,26,31,35,42
1,2,7,21,38,41
13,21,24,37,38,42
4,11,12,13,15,41
3,5,6,12,28,34
1,3,5,6,19,38
1,5,13,14,18,28
1,11,22,28,29,33
9,10,17,20,29,39
2,18,20,27,30,31
18,22,23,26,36,40
9,14,15,21,23,40
1,12,15,22,25,42
7,8,14,24,39,40
3,13,16,23,24,27
1,2,4,21,28,29
2,9,10,13,15,31
6,10,17,22,24,36
8,9,24,25,33,34
1,6,10,12,29,34
5,20,32,35,36,39
12,21,22,24,30,40
6,8,10,16,22,37
3,11,17,24,27,39
2,23,26,36,38,40
1,2,7,25,34,38
18,23,24,26,35,36
12,22,23,27,38,42
2,3,4,24,30,37
5,9,20,25,31,33
4,14,23,24,36,38
17,19,22,26,31,35
3,6,18,32,34,40
15,16,30,32,36,41
8,9,14,19,32,42
2,26,31,35,38,42
12,33,38,39,41,42
7,12,13,19,26,38
6,13,26,35,38,39
9,15,21,22,33,40
3,7,11,14,18,24
6,14,24,25,30,40
2,3,4,21,31,37
7,13,17,21,25,35
1,5,8,10,16,42
8,9,12,17,38,39
2,16,17,32,36,39
4,5,7,14,25,38
1,6,11,22,33,41
15,20,25,26,30,36
6,10,13,32,38,41
9,19,36,38,40,42
20,21,34,35,36,42
2,8,10,17,25,42
2,6,16,27,32,36
1,18,25,27,35,38
6,9,19,23,25,31
4,5,7,18,20,22
9,16,24,25,37,38
8,13,17,26,29,36
25,26,32,34,39,42
2,3,30,35,40,42
18,19,28,37,38,39
5,6,14,25,37,41
8,26,27,28,32,37
9,14,24,35,38,40
1,2,5,28,35,36
7,12,14,18,19,26
1,4,32,36,37,38
5,27,28,33,34,35
15,19,20,24,26,27
6,10,14,21,24,29
7,14,15,17,25,40
7,12,17,33,36,40
2,11,15,24,38,39
2,4,13,19,31,42
13,19,22,30,31,40
2,4,5,15,16,40
5,7,8,22,27,30
11,12,15,16,19,30
11,17,25,27,31,32
4,16,17,20,24,25
8,12,18,25,28,38
2,10,25,27,36,37
4,9,13,25,30,33
5,8,14,27,31,39
5,9,16,24,26,36
8,14,16,31,37,38
5,7,8,11,27,34
11,14,15,35,37,40
3,6,16,17,31,37
14,20,22,24,30,34
3,5,6,31,33,41
16,17,29,30,34,35
18,22,27,32,34,38
6,21,26,30,33,42
2,8,23,24,29,33
12,20,22,30,37,42
2,3,4,19,27,40
14,19,21,36,39,40
4,5,11,13,36,40
1,19,26,28,37,41
3,5,9,14,22,36
1,7,32,37,41,42
8,11,15,20,24,39
3,7,15,17,21,34
15,19,27,28,32,37
13,23,30,36,37,38
2,8,15,23,30,38
6,8,13,17,25,34
12,13,14,22,23,37
4,6,10,13,17,29
3,7,21,23,38,39
2,11,12,25,26,31
6,21,28,37,38,40
9,17,18,19,24,32
7,10,12,34,35,38
2,7,16,17,38,40
4,9,12,15,18,36
1,4,12,24,25,28
2,15,20,23,28,41
3,7,12,17,27,39
8,9,14,18,31,41
7,21,23,24,30,34
10,17,19,21,27,30
9,13,14,16,31,36
1,11,17,22,27,32
9,13,16,27,30,34
3,23,28,33,34,38
3,16,24,26,32,37
10,12,20,28,33,37
3,10,16,18,20,33
1,14,20,25,26,40
5,15,20,30,32,33
9,13,18,19,26,42
10,20,23,27,35,39
9,14,27,31,37,42
3,22,32,35,37,40
18,22,26,34,36,40
2,9,14,17,33,40
3,5,12,14,28,39
2,3,10,35,37,42
3,4,21,32,33,37
1,6,7,26,29,32
5,14,16,17,23,34
1,9,10,13,21,41
4,5,11,17,27,34
1,18,20,22,23,40
1,10,15,21,29,36
15,19,23,25,26,37
3,5,23,35,36,37
10,12,16,19,27,41
3,14,22,29,31,32
11,14,18,24,33,37
1,7,11,31,33,36
10,15,26,31,36,37
1,12,14,23,25,35
11,16,17,22,29,42
10,26,31,33,34,40
14,17,27,29,32,40
3,5,9,13,32,38
1,12,19,26,31,41
4,13,24,28,29,39
10,14,16,30,37,40
9,11,23,35,37,39
6,12,17,28,31,32
3,16,17,22,28,38
13,31,32,36,39,40
6,20,28,30,32,36
9,10,17,32,38,39
11,14,19,35,38,40
5,7,12,18,28,33
10,11,15,16,19,26
1,8,18,24,35,37
3,8,10,15,34,42
1,8,9,26,27,29
13,15,22,23,28,36
18,21,23,32,35,40
7,20,21,25,33,38
21,26,28,31,37,41
5,17,23,25,36,39
2,7,13,17,28,42
14,16,21,22,23,25
6,7,8,16,19,32
4,6,23,31,34,41
2,6,9,10,36,38
2,3,9,25,26,41
11,16,19,35,38,41
10,21,24,28,35,38
6,11,24,33,38,40
1,9,12,20,31,36
8,26,31,32,34,42
2,3,11,18,28,38
2,10,21,23,31,41
13,19,20,28,33,34
1,15,25,36,37,41
1,21,26,35,36,42
10,19,20,24,36,41
12,13,14,26,33,42
11,20,25,39,41,42
2,18,19,22,24,39
1,4,14,36,37,40
8,18,19,24,30,41
1,2,11,24,32,40
12,20,29,37,38,39
7,11,16,21,31,33
3,4,5,9,10,19
9,18,29,31,33,41
2,3,6,10,25,31
1,10,19,20,27,32
2,27,29,31,37,39
1,9,26,27,28,31
8,15,17,21,28,39
7,8,31,33,38,41
9,20,25,32,35,37
3,4,25,27,33,39
4,5,7,14,16,35
4,21,22,33,34,42
12,14,20,21,30,32
1,6,16,25,32,38
1,7,10,19,37,42
2,5,13,33,40,42
2,4,10,25,40,41
5,7,9,13,22,25
2,4,10,17,20,29
3,11,18,19,22,38
3,13,20,31,40,42
3,4,5,28,29,31
3,5,6,19,28,32
1,7,8,17,25,37
7,23,24,32,35,40
10,21,27,34,39,42
7,22,27,30,33,37
2,4,5,12,17,32
15,21,24,34,37,40
8,9,10,27,29,38
5,25,27,29,30,37
8,25,26,29,30,34
1,12,23,24,31,33
2,7,11,14,20,39
4,9,10,12,18,41
4,10,13,34,41,42
6,12,15,16,34,36
14,17,18,19,33,40
1,17,23,28,31,35
2,11,17,28,33,38
4,11,17,24,33,35
13,20,22,24,28,31
17,20,24,25,30,36
1,13,14,15,35,38
3,9,16,22,27,29
5,11,15,24,28,38
3,11,13,23,33,35
1,9,21,29,30,32
7,9,13,18,28,31
1,18,24,28,29,31
13,26,27,29,37,41
8,10,18,25,31,38
3,9,17,20,28,35
3,12,15,20,40,42
18,19,23,25,34,42
7,20,27,28,34,36
6,12,21,29,36,41
8,20,25,29,30,38
4,9,30,31,34,40
8,16,24,31,37,38
18,22,30,36,40,42
16,24,28,31,32,39
1,20,24,29,34,39
4,18,23,39,40,42
11,14,22,23,31,34
4,7,13,18,34,40
1,13,14,26,31,40
21,22,27,31,40,42
1,29,30,35,38,40
2,10,24,26,28,31
2,27,34,36,38,42
4,9,15,30,36,39
6,18,19,25,29,40
1,12,13,18,31,39
4,9,17,18,26,38
4,12,16,25,26,38
2,7,8,18,31,35
4,12,23,24,29,35
16,17,21,29,34,39
15,21,23,24,25,30
2,16,18,31,33,36
24,27,28,33,39,41
2,20,23,27,37,38
15,22,23,27,31,36
1,6,7,16,31,34
11,15,21,24,27,29
1,8,16,27,32,34
2,5,24,27,33,42
1,12,18,29,33,38
3,5,8,15,16,32
21,24,25,27,33,37
2,6,9,19,32,42
1,5,13,25,29,38
9,11,14,20,25,27
8,12,13,17,27,38
6,12,18,22,38,41
8,11,18,23,25,38
1,4,16,33,38,40
1,3,8,12,23,30
4,14,20,21,34,35
6,8,10,24,31,39
7,10,14,15,36,39
5,10,23,37,38,40
2,12,17,29,31,34
18,20,22,24,25,33
7,13,15,24,28,30
2,4,26,36,38,42
2,3,17,23,37,39
9,18,25,26,34,35
3,9,14,27,37,38
6,8,9,15,26,41
2,9,24,26,36,40
3,6,10,17,24,31
1,3,16,22,24,31
8,11,12,14,20,37
2,7,28,37,41,42
4,5,12,25,29,36
11,17,24,29,33,36
9,14,19,23,25,30
12,24,25,31,36,42
4,9,23,24,29,40
3,7,8,14,27,42
11,15,25,27,31,33
14,18,30,37,39,40
8,23,30,34,41,42
18,20,21,23,33,37
8,15,17,27,32,36
5,6,13,22,26,35
1,2,9,16,23,25
1,6,23,29,34,39
2,6,7,11,12,34
5,9,10,30,35,38
3,8,18,19,33,37
6,13,14,32,33,34
9,25,28,38,39,42
11,20,25,26,37,42
2,13,17,18,26,36
2,6,14,19,22,35
10,18,23,31,33,34
4,11,20,23,27,29
1,5,8,14,20,39
9,13,16,18,32,36
7,17,28,29,34,36
2,3,27,33,35,38
5,21,30,32,33,35
1,3,13,16,19,40
9,16,22,37,41,42
12,18,29,31,41,42
7,9,13,15,19,21
4,12,14,23,30,37
1,2,16,21,29,36
1,3,23,25,30,38
6,8,24,33,37,38
19,22,28,34,37,42
2,5,7,11,25,37
2,12,19,25,26,29
2,4,13,15,16,18
1,6,16,17,19,24
6,16,23,25,32,36
16,19,20,25,28,30
3,16,24,25,32,41
20,25,26,38,39,41
8,9,10,20,25,37
5,20,24,33,38,40
4,7,22,29,32,40
12,33,34,35,38,40
25,26,37,39,40,42
8,11,14,21,35,39
10,17,34,39,40,41
2,7,11,25,32,36
5,14,15,19,20,24
2,4,6,13,35,36
1,8,12,18,33,38
2,14,17,18,26,34
1,2,9,14,36,38
5,7,13,21,31,37
11,16,23,25,33,37
1,10,15,17,22,37
5,6,8,23,32,38
2,5,7,14,15,22
9,13,20,24,28,36
13,15,18,20,24,32
4,7,16,26,34,40
4,13,22,28,30,38
1,7,9,17,34,41
6,22,23,37,41,42
24,25,28,31,32,33
3,5,10,29,36,37
5,13,15,30,34,41
24,25,28,30,34,39
6,10,33,36,38,40
2,4,10,17,21,26
5,10,20,26,35,36
10,11,12,13,38,41
3,4,7,21,38,41
13,14,24,34,38,42
3,5,6,8,27,40
9,15,16,17,19,23
5,19,24,29,33,34
1,8,18,24,28,30
7,12,15,19,25,42
29,30,31,34,35,36
3,14,26,29,32,42
8,10,13,17,38,42
5,20,23,24,27,35
13,16,23,27,35,36
15,25,26,31,38,41
2,12,20,23,40,41
6,15,16,30,32,33
1,3,5,27,32,42
10,15,17,22,37,40
4,13,19,25,28,33
1,3,7,28,32,35
8,9,13,24,25,34
7,9,14,23,27,40
5,7,9,15,32,42
7,8,11,20,31,38
1,4,8,17,31,41
6,12,29,32,39,42
4,5,6,18,24,42
3,8,12,24,26,37
1,4,5,16,19,34
2,11,17,29,35,41
7,13,16,17,34,42
8,11,18,30,35,42
8,17,21,22,28,31
14,18,28,29,30,32
2,3,12,30,33,36
6,8,10,12,28,37
5,6,10,24,29,37
1,4,12,14,15,18
1,17,21,28,39,42
22,27,36,37,38,40
11,14,24,30,37,42
12,13,24,31,33,42
14,26,33,34,35,39
1,4,10,20,37,40
7,17,20,21,24,33
14,18,19,24,37,39
15,21,25,30,31,33
4,7,15,19,20,42
3,6,16,17,19,21
1,6,21,26,33,38
9,16,19,21,25,36
4,11,12,13,28,33
1,9,11,13,15,31
5,11,16,23,30,40
5,8,9,13,23,42
13,16,19,32,36,41
6,11,21,23,26,31
13,14,24,29,40,42
5,11,15,18,27,40
4,7,9,13,17,38
6,9,12,16,31,35
5,8,17,32,35,37
1,5,8,28,32,36
3,8,11,25,27,37
1,3,7,16,20,23
11,19,23,29,30,35
1,4,11,14,29,35
3,9,24,32,41,42
4,6,12,24,31,40
4,14,16,21,29,31
7,9,11,12,23,33
11,16,19,22,28,31
13,16,20,24,28,35
8,12,27,30,35,37
3,4,18,25,38,40
7,10,12,16,39,41
6,29,31,32,34,35
8,13,15,22,28,32
3,8,28,29,40,42
5,10,13,18,38,39
16,18,24,29,30,32
2,4,6,13,15,29
2,3,19,23,31,41
5,20,25,30,32,42
3,18,24,27,35,36
1,4,6,11,28,34
1,12,28,33,34,38
6,13,21,31,39,40
4,7,13,18,19,33
1,14,19,25,32,37
14,16,17,18,24,40
13,23,24,32,39,41
4,5,13,19,29,34
6,16,21,24,31,36
1,9,14,26,28,33
1,11,12,26,30,35
1,18,23,25,27,42
4,11,15,21,37,38
7,11,13,14,28,37
9,13,21,35,38,42
7,13,21,24,27,33
15,18,27,30,32,38
4,9,19,35,36,42
1,5,8,28,30,39
7,25,26,37,38,39
2,4,5,13,22,24
4,9,15,17,25,28
2,26,28,29,30,31
7,8,24,33,34,39
14,16,20,27,34,37
17,20,26,33,34,40
3,9,17,27,34,38
4,8,19,20,22,41
2,8,10,14,17,40
4,9,12,39,40,42
16,17,18,21,26,27
3,4,6,18,19,36
18,21,24,25,27,42
8,10,12,19,26,36
3,4,5,10,25,30
5,19,25,26,35,41
14,18,25,26,33,35
5,15,16,21,31,33
9,19,23,24,36,38
14,17,27,29,36,39
1,23,25,31,34,37
4,8,21,29,37,40
8,13,25,30,33,40
10,12,14,24,29,34
6,10,18,37,38,42
5,10,24,27,29,32
3,8,13,15,28,30
7,8,11,21,41,42
15,24,31,32,41,42
12,13,21,34,36,37
14,16,22,31,32,42
5,14,25,31,37,40
3,13,20,24,34,41
1,2,3,7,12,20
9,19,28,30,35,38
1,9,12,13,14,19
1,7,15,27,32,33
5,12,17,18,35,38
1,19,23,36,38,39
2,18,19,20,28,35
5,8,11,31,34,41
9,10,14,16,20,29
8,10,21,26,32,35
4,7,11,22,32,39
2,4,14,21,25,41
2,11,19,22,34,36
1,2,12,13,17,32
3,18,20,29,35,39
8,28,31,35,41,42
7,12,18,31,34,42
5,9,10,24,34,35
4,5,7,14,34,40
5,22,33,36,39,40
7,12,24,31,38,40
5,7,8,10,14,25
7,14,15,22,28,33
10,14,36,37,39,40
2,4,6,15,26,35
5,8,27,37,39,40
8,13,14,25,33,36
2,4,11,18,21,34
8,14,17,24,29,40
10,13,18,25,28,36
11,14,15,25,26,35
4,8,9,13,25,35
3,14,17,20,23,25
15,22,24,25,28,30
2,4,10,14,19,37
3,8,17,19,33,39
20,29,34,36,37,40
8,15,25,26,32,42
2,3,11,31,37,40
1,14,21,38,41,42
2,4,20,26,31,40
1,6,11,19,30,42
1,4,10,30,38,42
1,3,7,8,11,26
5,19,29,36,40,42
1,7,15,27,31,42
1,5,17,22,30,36
8,11,13,19,22,30
8,11,15,19,24,40
3,10,20,29,36,39
13,19,24,25,38,42
7,12,19,29,38,40
9,12,17,19,34,38
7,9,18,35,37,40
4,15,18,25,26,40
12,19,28,30,32,33
3,7,16,26,28,38
6,7,10,28,31,37
8,12,13,31,32,35
7,23,24,31,36,38
15,16,18,22,37,38
2,12,14,20,34,36
4,5,13,26,32,34
6,9,12,19,24,38
12,13,14,20,23,38
3,4,14,21,35,38
8,19,20,24,27,39
7,12,16,22,31,41
10,15,26,28,33,37
13,17,18,19,23,39
4,11,20,23,25,35
7,11,18,20,28,30
1,16,35,36,37,39
6,11,14,32,34,39
4,5,20,28,31,39
1,20,29,38,40,41
21,26,31,34,38,41
1,3,8,11,12,41
2,28,29,30,39,41
3,4,6,12,22,42
1,11,18,20,26,37
5,12,13,24,32,42
9,12,23,28,30,39
24,28,33,37,39,40
3,5,11,15,26,27
4,12,34,35,39,42
6,17,19,27,39,42
3,10,12,16,25,35
7,9,19,22,32,33
4,19,26,30,36,37
1,2,9,13,17,35
5,17,26,28,29,41
8,10,12,22,23,27
25,27,28,31,32,39
11,15,16,19,34,42
15,25,27,31,37,41
16,18,19,27,32,33
8,12,14,16,17,26
8,11,17,26,29,39
3,5,29,33,36,42
3,5,9,21,30,33
11,16,24,32,33,40
3,19,21,25,26,42
4,12,19,23,28,40
1,17,21,26,31,42
11,16,21,27,32,34
2,16,18,25,27,29
1,4,18,22,30,40
24,25,29,33,40,41
8,14,17,18,30,36
8,25,26,35,36,42
4,7,22,31,35,36
9,11,13,22,26,33
4,18,19,25,29,30
2,15,17,18,32,36
2,22,28,31,35,42
8,12,20,23,26,42
1,5,21,23,37,38
8,13,16,23,32,38
1,10,19,23,34,42
7,10,16,34,35,40
3,16,21,22,30,39
8,9,21,25,34,42
14,21,22,30,31,33
3,5,21,27,29,38
8,15,20,25,33,38
6,18,25,27,37,41
2,12,17,18,20,24
2,3,20,21,30,37
4,10,14,21,28,29
7,12,19,29,39,40
3,4,7,8,27,29
11,13,26,27,29,30
22,25,26,39,41,42
3,7,11,14,33,41
9,12,13,25,37,39
13,22,26,27,30,39
3,17,26,33,34,38
1,12,21,22,29,37
2,4,11,29,30,41
6,14,23,24,30,38
4,5,12,25,34,42
4,7,10,19,21,41
2,3,31,34,35,41
17,18,20,25,33,36
1,4,19,26,28,37
11,12,16,17,19,38
20,28,32,34,41,42
1,8,14,22,32,35
6,7,12,19,20,31
5,7,15,22,31,39
5,11,18,21,32,42
1,11,15,31,33,39
1,6,10,28,31,40
2,9,14,29,31,42
4,16,21,22,24,29
7,8,19,23,33,36
2,20,33,40,41,42
2,10,15,27,35,39
4,6,11,26,29,40
8,14,17,29,31,41
